seq,ts_ns,event,order_id,side,type,price,quantity
40302,36426246133806,CANCEL,14892989,SELL,LIMIT,2083200,25
40303,36426246134041,CANCEL,14893009,SELL,LIMIT,2083300,25
40304,36426246326530,NEW,14893017,BUY,LIMIT,2082500,25
40305,36426246426331,CANCEL,14890045,BUY,LIMIT,2082000,25
40306,36426246427455,CANCEL,14890117,BUY,LIMIT,2081900,25
40307,36426246876070,NEW,14893021,SELL,LIMIT,2083200,25
40308,36426247311235,NEW,14893029,SELL,LIMIT,2083300,25
40309,36426250657169,NEW,14893053,SELL,LIMIT,2083400,25
40310,36426250797566,NEW,14893057,SELL,LIMIT,2083500,25
40311,36426283096295,CANCEL,14893029,SELL,LIMIT,2083300,25
40312,36426283098215,CANCEL,14893053,SELL,LIMIT,2083400,25
40313,36426283098485,CANCEL,14893057,SELL,LIMIT,2083500,25
40314,36426436921697,CANCEL,14893017,BUY,LIMIT,2082500,25
40315,36426746663773,NEW,14894293,BUY,LIMIT,2082500,600
40316,36427130600584,CANCEL,14894293,BUY,LIMIT,2082500,600
40317,36427130600584,NEW,900000000809,SELL,MARKET,,600
40318,36427130885026,CANCEL,14893021,SELL,LIMIT,2083200,25
40319,36427132378264,CANCEL,14892441,SELL,LIMIT,2083100,25
40320,36427319066734,NEW,14896481,SELL,LIMIT,2083100,25
40321,36427319401793,NEW,14896485,SELL,LIMIT,2083200,25
40322,36427321389357,NEW,14896489,SELL,LIMIT,2083300,25
40323,36427434227795,CANCEL,14896481,SELL,LIMIT,2083100,25
40324,36427434229441,CANCEL,14896485,SELL,LIMIT,2083200,25
40325,36427434230709,CANCEL,14896489,SELL,LIMIT,2083300,25
40326,36427434976049,NEW,14897025,SELL,LIMIT,2083100,25
40327,36427435088385,NEW,14897029,BUY,LIMIT,2082400,25
40328,36427435089767,NEW,14897033,SELL,LIMIT,2083200,25
40329,36427435192276,CANCEL,14897033,SELL,LIMIT,2083200,25
40330,36427774490729,NEW,14897925,BUY,LIMIT,2082400,600
40331,36428009652873,NEW,14898793,BUY,LIMIT,2082500,25
40332,36428039793584,CANCEL,14898793,BUY,LIMIT,2082500,25
40333,36428288700283,NEW,14899697,BUY,LIMIT,2078600,100
40334,36428288707609,NEW,14899701,SELL,LIMIT,2086600,100
